confidence_1	humanaccuracy_1	humanaccuracy_comparison_1	confidence_2	humanaccuracy_2	humanaccuracy_comparison_2	trust_2	use_likelihood_2	use_binary_2	confidence_3	humanaccuracy_3	humanaccuracy_comparison_3	trust_3	use_likelihood_3	use_binary_3	id
Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/13	approximately equal to the median accuracy (41-60%)	Yes	6/13	6/13	Moderately confident	20/25	approximately equal to the median accuracy (41-60%)	Yes	8/25	8/25	374
Slightly confident	5/14	approximately equal to the median accuracy (41-60%)	Slightly confident	3/14	lower than most accuracies (21-40%)	Yes	8/14	2/14	Somewhat confident	7/25	approximately equal to the median accuracy (41-60%)	Yes	2/25	0/25	375
Extremely confident	10/14	among the highest accuracies (80-100%)	Extremely confident	12/13	among the highest accuracies (80-100%)	Yes	12/13	12/13	Extremely confident	24/25	among the highest accuracies (80-100%)	Yes	24/25	25/25	376
Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Moderately confident	9/14	among the highest accuracies (80-100%)	Yes	11/14	10/14	Moderately confident	13/25	approximately equal to the median accuracy (41-60%)	Yes	24/25	14/25	377
Moderately confident	10/14	higher than most accuracies (61-80%)	Moderately confident	9/13	approximately equal to the median accuracy (41-60%)	Yes	10/13	2/13	Moderately confident	17/25	approximately equal to the median accuracy (41-60%)	Yes	22/25	3/25	378
Slightly confident	6/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Yes	3/14	3/14	Somewhat confident	14/25	approximately equal to the median accuracy (41-60%)	Yes	5/25	5/25	379
Moderately confident	9/14	among the highest accuracies (80-100%)	Extremely confident	10/13	higher than most accuracies (61-80%)	Yes	9/13	9/13	Moderately confident	20/25	higher than most accuracies (61-80%)	Yes	21/25	14/25	380
Somewhat confident	11/14	among the highest accuracies (80-100%)	Somewhat confident	11/14	among the highest accuracies (80-100%)	No	2/14	0/14	Somewhat confident	20/25	among the highest accuracies (80-100%)	No	2/25	0/25	381
Extremely confident	11/14	among the highest accuracies (80-100%)	Moderately confident	12/13	among the highest accuracies (80-100%)	Yes	11/13	10/13	Extremely confident	25/25	among the highest accuracies (80-100%)	Yes	25/25	25/25	382
Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Moderately confident	9/14	approximately equal to the median accuracy (41-60%)	Yes	8/14	2/14	Moderately confident	14/25	approximately equal to the median accuracy (41-60%)	Yes	14/25	5/25	383
Slightly confident	6/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Yes	12/14	1/14	Somewhat confident	16/25	approximately equal to the median accuracy (41-60%)	Yes	22/25	1/25	384
Somewhat confident	11/14	higher than most accuracies (61-80%)	Moderately confident	9/13	higher than most accuracies (61-80%)	Yes	13/13	13/13	Somewhat confident	23/25	higher than most accuracies (61-80%)	Yes	22/25	23/25	385
Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/13	approximately equal to the median accuracy (41-60%)	Yes	0/13	0/13	Moderately confident	20/25	approximately equal to the median accuracy (41-60%)	Yes	9/25	2/25	386
Somewhat confident	6/15	lower than most accuracies (21-40%)	Somewhat confident	6/15	approximately equal to the median accuracy (41-60%)	No	0/15	0/15	Somewhat confident	10/25	approximately equal to the median accuracy (41-60%)	No	2/25	2/25	387
Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Moderately confident	6/13	approximately equal to the median accuracy (41-60%)	Yes	8/13	6/13	Moderately confident	13/25	approximately equal to the median accuracy (41-60%)	Yes	12/25	10/25	388
Extremely confident	10/14	higher than most accuracies (61-80%)	Extremely confident	10/13	higher than most accuracies (61-80%)	Yes	10/13	10/13	Extremely confident	17/25	higher than most accuracies (61-80%)	Yes	17/25	17/25	389
Moderately confident	11/14	among the highest accuracies (80-100%)	Moderately confident	12/13	among the highest accuracies (80-100%)	Yes	11/13	11/13	Extremely confident	25/25	among the highest accuracies (80-100%)	Yes	25/25	25/25	390
Somewhat confident	5/14	lower than most accuracies (21-40%)	Moderately confident	9/14	approximately equal to the median accuracy (41-60%)	Yes	13/14	8/14	Moderately confident	20/25	higher than most accuracies (61-80%)	Yes	24/25	2/25	391
Somewhat confident	10/14	approximately equal to the median accuracy (41-60%)	Moderately confident	9/13	approximately equal to the median accuracy (41-60%)	No	0/13	0/13	Moderately confident	20/25	approximately equal to the median accuracy (41-60%)	Yes	0/25	0/25	392
Extremely confident	9/14	approximately equal to the median accuracy (41-60%)	Extremely confident	8/14	approximately equal to the median accuracy (41-60%)	Yes	14/14	0/14	Extremely confident	25/25	approximately equal to the median accuracy (41-60%)	Yes	25/25	0/25	393
Slightly confident	7/14	approximately equal to the median accuracy (41-60%)	Slightly confident	7/14	approximately equal to the median accuracy (41-60%)	Yes	5/14	5/14	Slightly confident	12/25	approximately equal to the median accuracy (41-60%)	Yes	5/25	5/25	394
Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Slightly confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	0/13	0/13	Somewhat confident	10/25	approximately equal to the median accuracy (41-60%)	Yes	0/25	0/25	395
Moderately confident	8/14	lower than most accuracies (21-40%)	Moderately confident	8/13	higher than most accuracies (61-80%)	Yes	7/13	9/13	Extremely confident	20/25	among the highest accuracies (80-100%)	Yes	23/25	24/25	396
Somewhat confident	8/15	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/15	approximately equal to the median accuracy (41-60%)	No	4/15	1/15	Somewhat confident	13/25	approximately equal to the median accuracy (41-60%)	No	7/25	2/25	397
Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	16/25	approximately equal to the median accuracy (41-60%)	No	0/13	0/13	Somewhat confident	14/25	approximately equal to the median accuracy (41-60%)	No	0/25	0/25	398
Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	7/13	7/13	Moderately confident	15/25	approximately equal to the median accuracy (41-60%)	Yes	23/25	14/25	399
Somewhat confident	10/14	lower than most accuracies (21-40%)	Moderately confident	21/25	higher than most accuracies (61-80%)	Yes	10/13	10/13	Moderately confident	23/25	among the highest accuracies (80-100%)	Yes	22/25	22/25	400
Slightly confident	6/14	approximately equal to the median accuracy (41-60%)	Slightly confident	6/13	approximately equal to the median accuracy (41-60%)	Yes	2/13	2/13	Slightly confident	13/25	approximately equal to the median accuracy (41-60%)	Yes	4/25	4/25	401
Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/13	higher than most accuracies (61-80%)	Yes	13/13	13/13	Moderately confident	18/25	higher than most accuracies (61-80%)	Yes	18/25	18/25	402
Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/13	higher than most accuracies (61-80%)	Yes	4/13	3/13	Moderately confident	19/25	higher than most accuracies (61-80%)	Yes	9/25	1/25	403
Extremely confident	9/14	higher than most accuracies (61-80%)	Extremely confident	10/13	higher than most accuracies (61-80%)	Yes	5/13	5/13	Extremely confident	20/25	higher than most accuracies (61-80%)	Yes	6/25	5/25	404
Moderately confident	10/14	higher than most accuracies (61-80%)	Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	No	3/14	3/14	Moderately confident	18/25	higher than most accuracies (61-80%)	No	10/25	5/25	405
Somewhat confident	11/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	7/13	8/13	Moderately confident	12/25	approximately equal to the median accuracy (41-60%)	Yes	12/25	10/25	406
Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	11/13	9/13	Somewhat confident	12/25	approximately equal to the median accuracy (41-60%)	Yes	22/25	16/25	407
Not confident at all	5/14	lower than most accuracies (21-40%)	Slightly confident	5/14	lower than most accuracies (21-40%)	Yes	8/14	7/14	Slightly confident	12/25	lower than most accuracies (21-40%)	Yes	25/25	8/25	408
Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Yes	0/14	0/14	Somewhat confident	12/25	approximately equal to the median accuracy (41-60%)	Yes	5/25	4/25	409
Somewhat confident	4/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	6/13	approximately equal to the median accuracy (41-60%)	No	8/13	7/13	Somewhat confident	11/25	approximately equal to the median accuracy (41-60%)	No	12/25	12/25	410
Slightly confident	7/14	approximately equal to the median accuracy (41-60%)	Not confident at all	5/13	approximately equal to the median accuracy (41-60%)	No	3/13	3/13	Not confident at all	12/25	approximately equal to the median accuracy (41-60%)	No	19/25	6/25	411
Not confident at all	4/14	lower than most accuracies (21-40%)	Slightly confident	5/14	approximately equal to the median accuracy (41-60%)	Yes	10/14	10/14	Slightly confident	13/25	approximately equal to the median accuracy (41-60%)	Yes	7/25	10/25	412
Moderately confident	9/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	4/13	approximately equal to the median accuracy (41-60%)	No	7/13	5/13	Somewhat confident	6/25	approximately equal to the median accuracy (41-60%)	No	15/25	17/25	413
Moderately confident	9/14	approximately equal to the median accuracy (41-60%)	Moderately confident	9/14	approximately equal to the median accuracy (41-60%)	No	3/14	0/14	Moderately confident	17/25	approximately equal to the median accuracy (41-60%)	No	3/25	2/25	414
Slightly confident	9/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/13	approximately equal to the median accuracy (41-60%)	Yes	8/13	6/13	Moderately confident	18/25	approximately equal to the median accuracy (41-60%)	Yes	19/25	10/25	415
Slightly confident	8/14	approximately equal to the median accuracy (41-60%)	Slightly confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	10/13	0/13	Slightly confident	15/25	approximately equal to the median accuracy (41-60%)	No	11/25	0/25	416
Extremely confident	9/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/13	approximately equal to the median accuracy (41-60%)	Yes	9/13	9/13	Extremely confident	13/25	approximately equal to the median accuracy (41-60%)	Yes	11/25	11/25	417
Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Yes	8/14	0/14	Somewhat confident	13/25	approximately equal to the median accuracy (41-60%)	Yes	10/25	2/25	418
Somewhat confident	11/14	higher than most accuracies (61-80%)	Moderately confident	13/13	among the highest accuracies (80-100%)	Yes	13/13	1/13	Somewhat confident	21/25	higher than most accuracies (61-80%)	Yes	16/25	18/25	419
Not confident at all	5/14	among the lowest accuracies (0-20%)	Slightly confident	7/14	approximately equal to the median accuracy (41-60%)	Yes	11/14	12/14	Somewhat confident	17/25	approximately equal to the median accuracy (41-60%)	Yes	20/25	19/25	420
Somewhat confident	11/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/13	approximately equal to the median accuracy (41-60%)	No	0/13	0/13	Moderately confident	18/25	approximately equal to the median accuracy (41-60%)	No	0/25	0/25	421
Extremely confident	12/14	higher than most accuracies (61-80%)	Extremely confident	24/25	higher than most accuracies (61-80%)	Yes	11/13	10/13	Extremely confident	24/25	higher than most accuracies (61-80%)	Yes	24/25	24/25	422
Not confident at all	4/15	lower than most accuracies (21-40%)	Not confident at all	7/15	lower than most accuracies (21-40%)	Yes	10/15	2/15	Not confident at all	12/25	lower than most accuracies (21-40%)	Yes	10/25	4/25	423
Extremely confident	7/14	approximately equal to the median accuracy (41-60%)	Extremely confident	15/25	among the highest accuracies (80-100%)	Yes	8/13	7/13	Extremely confident	22/25	among the highest accuracies (80-100%)	No	22/25	22/25	424
Moderately confident	12/14	among the highest accuracies (80-100%)	Moderately confident	12/13	among the highest accuracies (80-100%)	No	12/13	12/13	Moderately confident	24/25	among the highest accuracies (80-100%)	No	24/25	24/25	425
Somewhat confident	4/14	among the lowest accuracies (0-20%)	Somewhat confident	5/13	among the lowest accuracies (0-20%)	Yes	4/13	6/13	Somewhat confident	8/25	among the lowest accuracies (0-20%)	Yes	5/25	8/25	426
Slightly confident	7/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Yes	13/14	3/14	Somewhat confident	19/25	approximately equal to the median accuracy (41-60%)	Yes	24/25	5/25	427
Somewhat confident	5/14	approximately equal to the median accuracy (41-60%)	Moderately confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	8/13	9/13	Moderately confident	11/25	approximately equal to the median accuracy (41-60%)	Yes	14/25	12/25	428
Moderately confident	9/14	higher than most accuracies (61-80%)	Moderately confident	7/13	higher than most accuracies (61-80%)	Yes	7/13	9/13	Moderately confident	13/25	approximately equal to the median accuracy (41-60%)	Yes	24/25	23/25	429
Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Moderately confident	9/13	approximately equal to the median accuracy (41-60%)	Yes	8/13	10/13	Somewhat confident	12/25	approximately equal to the median accuracy (41-60%)	Yes	12/25	10/25	430
Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	No	8/14	8/14	Moderately confident	22/25	approximately equal to the median accuracy (41-60%)	No	23/25	22/25	431
Somewhat confident	8/15	higher than most accuracies (61-80%)	Somewhat confident	8/15	higher than most accuracies (61-80%)	Yes	5/15	7/15	Somewhat confident	20/25	higher than most accuracies (61-80%)	Yes	6/25	4/25	432
Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Moderately confident	9/14	higher than most accuracies (61-80%)	Yes	7/14	5/14	Moderately confident	16/25	higher than most accuracies (61-80%)	Yes	2/25	1/25	433
Moderately confident	10/14	among the highest accuracies (80-100%)	Moderately confident	7/14	approximately equal to the median accuracy (41-60%)	Yes	1/14	0/14	Extremely confident	19/25	higher than most accuracies (61-80%)	No	1/25	0/25	434
Extremely confident	7/14	higher than most accuracies (61-80%)	Moderately confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	8/13	7/13	Somewhat confident	22/25	approximately equal to the median accuracy (41-60%)	Yes	22/25	20/25	435
Extremely confident	7/14	lower than most accuracies (21-40%)	Extremely confident	8/13	lower than most accuracies (21-40%)	Yes	8/13	8/13	Extremely confident	11/25	lower than most accuracies (21-40%)	Yes	10/25	10/25	436
Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	5/13	approximately equal to the median accuracy (41-60%)	Yes	10/13	3/13	Somewhat confident	12/25	approximately equal to the median accuracy (41-60%)	Yes	20/25	5/25	437
Slightly confident	5/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Yes	2/14	1/14	Somewhat confident	16/25	approximately equal to the median accuracy (41-60%)	Yes	2/25	1/25	438
Extremely confident	5/14	approximately equal to the median accuracy (41-60%)	Extremely confident	10/13	approximately equal to the median accuracy (41-60%)	Yes	7/13	6/13	Moderately confident	14/25	approximately equal to the median accuracy (41-60%)	Yes	11/25	11/25	439
Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	10/14	approximately equal to the median accuracy (41-60%)	Yes	11/14	3/14	Moderately confident	21/25	approximately equal to the median accuracy (41-60%)	Yes	22/25	2/25	440
Moderately confident	12/15	approximately equal to the median accuracy (41-60%)	Somewhat confident	13/15	approximately equal to the median accuracy (41-60%)	No	5/15	1/15	Moderately confident	20/25	approximately equal to the median accuracy (41-60%)	No	10/25	2/25	441
Moderately confident	9/14	higher than most accuracies (61-80%)	Moderately confident	10/13	among the highest accuracies (80-100%)	Yes	8/13	9/13	Moderately confident	19/25	higher than most accuracies (61-80%)	Yes	9/25	10/25	442
Moderately confident	11/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Yes	3/14	3/14	Moderately confident	16/25	approximately equal to the median accuracy (41-60%)	Yes	8/25	4/25	443
Somewhat confident	10/14	higher than most accuracies (61-80%)	Somewhat confident	9/13	approximately equal to the median accuracy (41-60%)	Yes	7/13	0/13	Somewhat confident	16/25	approximately equal to the median accuracy (41-60%)	Yes	20/25	0/25	444
Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Moderately confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	9/13	10/13	Moderately confident	20/25	approximately equal to the median accuracy (41-60%)	Yes	16/25	13/25	445
Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Slightly confident	8/14	approximately equal to the median accuracy (41-60%)	Yes	2/14	2/14	Slightly confident	18/25	approximately equal to the median accuracy (41-60%)	Yes	22/25	3/25	446
Not confident at all	9/14	lower than most accuracies (21-40%)	Not confident at all	5/14	lower than most accuracies (21-40%)	No	0/14	0/14	Not confident at all	10/25	lower than most accuracies (21-40%)	No	0/25	0/25	447
Somewhat confident	6/14	among the highest accuracies (80-100%)	Somewhat confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	7/13	5/13	Extremely confident	9/25	approximately equal to the median accuracy (41-60%)	Yes	10/25	21/25	448
Somewhat confident	10/15	higher than most accuracies (61-80%)	Slightly confident	8/15	approximately equal to the median accuracy (41-60%)	No	4/15	2/15	Somewhat confident	16/25	approximately equal to the median accuracy (41-60%)	No	5/25	6/25	449
Moderately confident	10/14	higher than most accuracies (61-80%)	Moderately confident	8/13	higher than most accuracies (61-80%)	No	0/13	0/13	Somewhat confident	16/25	higher than most accuracies (61-80%)	No	0/25	0/25	450
Extremely confident	10/14	among the highest accuracies (80-100%)	Extremely confident	11/13	among the highest accuracies (80-100%)	Yes	11/13	10/13	Extremely confident	14/25	among the highest accuracies (80-100%)	Yes	14/25	13/25	451
Not confident at all	6/15	approximately equal to the median accuracy (41-60%)	Slightly confident	10/15	approximately equal to the median accuracy (41-60%)	Yes	2/15	0/15	Not confident at all	7/25	lower than most accuracies (21-40%)	No	3/25	0/25	452
Slightly confident	5/14	lower than most accuracies (21-40%)	Slightly confident	7/14	approximately equal to the median accuracy (41-60%)	No	6/14	2/14	Somewhat confident	14/25	approximately equal to the median accuracy (41-60%)	No	4/25	2/25	453
Moderately confident	5/14	approximately equal to the median accuracy (41-60%)	Moderately confident	5/14	approximately equal to the median accuracy (41-60%)	Yes	5/14	4/14	Somewhat confident	9/25	approximately equal to the median accuracy (41-60%)	Yes	9/25	9/25	454
Moderately confident	7/15	approximately equal to the median accuracy (41-60%)	Moderately confident	8/15	approximately equal to the median accuracy (41-60%)	Yes	15/15	13/15	Moderately confident	19/25	approximately equal to the median accuracy (41-60%)	Yes	19/25	6/25	455
Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	Moderately confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	8/13	5/13	Moderately confident	15/25	approximately equal to the median accuracy (41-60%)	Yes	11/25	8/25	456
Slightly confident	8/14	approximately equal to the median accuracy (41-60%)	Extremely confident	12/14	higher than most accuracies (61-80%)	Yes	14/14	2/14	Moderately confident	21/25	higher than most accuracies (61-80%)	Yes	22/25	2/25	457
Slightly confident	9/15	approximately equal to the median accuracy (41-60%)	Slightly confident	8/15	approximately equal to the median accuracy (41-60%)	No	4/15	3/15	Slightly confident	17/25	approximately equal to the median accuracy (41-60%)	No	6/25	4/25	458
Somewhat confident	11/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	11/14	approximately equal to the median accuracy (41-60%)	Yes	10/14	10/14	Somewhat confident	24/25	approximately equal to the median accuracy (41-60%)	Yes	25/25	23/25	459
Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Yes	1/14	0/14	Moderately confident	18/25	approximately equal to the median accuracy (41-60%)	No	25/25	1/25	460
Slightly confident	4/14	lower than most accuracies (21-40%)	Slightly confident	3/14	lower than most accuracies (21-40%)	Yes	10/14	10/14	Slightly confident	5/25	lower than most accuracies (21-40%)	Yes	24/25	24/25	461
Moderately confident	9/14	approximately equal to the median accuracy (41-60%)	Moderately confident	11/13	approximately equal to the median accuracy (41-60%)	Yes	10/13	13/13	Slightly confident	21/25	approximately equal to the median accuracy (41-60%)	Yes	22/25	21/25	462
Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	9/13	approximately equal to the median accuracy (41-60%)	Yes	6/13	1/13	Somewhat confident	9/25	approximately equal to the median accuracy (41-60%)	Yes	5/25	2/25	463
Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/14	higher than most accuracies (61-80%)	Yes	13/14	1/14	Moderately confident	17/25	higher than most accuracies (61-80%)	Yes	22/25	2/25	464
Moderately confident	7/14	higher than most accuracies (61-80%)	Moderately confident	7/13	higher than most accuracies (61-80%)	Yes	8/13	7/13	Moderately confident	10/25	higher than most accuracies (61-80%)	Yes	9/25	10/25	465
Moderately confident	8/14	higher than most accuracies (61-80%)	Moderately confident	9/13	higher than most accuracies (61-80%)	Yes	3/13	2/13	Moderately confident	20/25	higher than most accuracies (61-80%)	Yes	2/25	2/25	466
Moderately confident	9/14	higher than most accuracies (61-80%)	Moderately confident	9/13	higher than most accuracies (61-80%)	Yes	2/13	1/13	Moderately confident	19/25	higher than most accuracies (61-80%)	Yes	4/25	2/25	467
Slightly confident	9/14	among the highest accuracies (80-100%)	Moderately confident	13/13	higher than most accuracies (61-80%)	No	12/13	11/13	Slightly confident	23/25	among the highest accuracies (80-100%)	No	23/25	23/25	468
Extremely confident	10/14	approximately equal to the median accuracy (41-60%)	Extremely confident	10/14	approximately equal to the median accuracy (41-60%)	Yes	4/14	0/14	Extremely confident	18/25	approximately equal to the median accuracy (41-60%)	Yes	6/25	1/25	469
Slightly confident	7/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	11/13	2/13	Somewhat confident	15/25	approximately equal to the median accuracy (41-60%)	Yes	8/25	3/25	470
Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/13	higher than most accuracies (61-80%)	Yes	0/13	0/13	Moderately confident	19/25	higher than most accuracies (61-80%)	Yes	0/25	0/25	471
Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	5/13	0/13	Somewhat confident	16/25	approximately equal to the median accuracy (41-60%)	Yes	7/25	0/25	472
Slightly confident	4/14	lower than most accuracies (21-40%)	Somewhat confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	12/13	9/13	Moderately confident	17/25	approximately equal to the median accuracy (41-60%)	Yes	20/25	8/25	473
Not confident at all	5/14	lower than most accuracies (21-40%)	Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Yes	0/14	0/14	Somewhat confident	12/25	approximately equal to the median accuracy (41-60%)	No	0/25	0/25	474
Slightly confident	5/14	lower than most accuracies (21-40%)	Slightly confident	7/14	approximately equal to the median accuracy (41-60%)	Yes	12/14	3/14	Somewhat confident	15/25	approximately equal to the median accuracy (41-60%)	Yes	23/25	6/25	475
Moderately confident	10/14	higher than most accuracies (61-80%)	Moderately confident	10/14	higher than most accuracies (61-80%)	Yes	12/14	5/14	Moderately confident	18/25	higher than most accuracies (61-80%)	Yes	17/25	5/25	476
Moderately confident	6/14	approximately equal to the median accuracy (41-60%)	Moderately confident	6/14	approximately equal to the median accuracy (41-60%)	Yes	6/14	7/14	Moderately confident	10/25	approximately equal to the median accuracy (41-60%)	Yes	9/25	10/25	477
Extremely confident	12/14	among the highest accuracies (80-100%)	Extremely confident	13/13	among the highest accuracies (80-100%)	Yes	13/13	13/13	Extremely confident	25/25	among the highest accuracies (80-100%)	Yes	25/25	25/25	478
Somewhat confident	10/14	higher than most accuracies (61-80%)	Moderately confident	10/13	higher than most accuracies (61-80%)	Yes	10/13	10/13	Moderately confident	23/25	higher than most accuracies (61-80%)	Yes	23/25	23/25	479
Not confident at all	5/14	lower than most accuracies (21-40%)	Not confident at all	9/14	lower than most accuracies (21-40%)	Yes	14/14	2/14	Not confident at all	15/25	lower than most accuracies (21-40%)	Yes	25/25	6/25	480
Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Moderately confident	9/13	approximately equal to the median accuracy (41-60%)	Yes	8/13	10/13	Moderately confident	18/25	higher than most accuracies (61-80%)	Yes	15/25	19/25	481
Slightly confident	5/14	lower than most accuracies (21-40%)	Somewhat confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	7/13	2/13	Somewhat confident	15/25	approximately equal to the median accuracy (41-60%)	Yes	2/25	2/25	482
Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Moderately confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	13/13	1/13	Moderately confident	16/25	approximately equal to the median accuracy (41-60%)	Yes	23/25	0/25	483
Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	10/13	6/13	Extremely confident	25/25	among the highest accuracies (80-100%)	Yes	25/25	25/25	484
Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Yes	4/14	4/14	Somewhat confident	12/25	approximately equal to the median accuracy (41-60%)	Yes	10/25	10/25	485
Somewhat confident	7/14	lower than most accuracies (21-40%)	Somewhat confident	7/14	lower than most accuracies (21-40%)	Yes	4/14	4/14	Somewhat confident	13/25	lower than most accuracies (21-40%)	Yes	12/25	4/25	486
Moderately confident	11/14	higher than most accuracies (61-80%)	Moderately confident	12/14	higher than most accuracies (61-80%)	Yes	7/14	0/14	Moderately confident	21/25	higher than most accuracies (61-80%)	Yes	12/25	2/25	487
Somewhat confident	9/14	lower than most accuracies (21-40%)	Somewhat confident	11/13	approximately equal to the median accuracy (41-60%)	Yes	8/13	7/13	Slightly confident	11/25	approximately equal to the median accuracy (41-60%)	Yes	10/25	12/25	488
Extremely confident	11/14	approximately equal to the median accuracy (41-60%)	Extremely confident	11/13	higher than most accuracies (61-80%)	Yes	9/13	7/13	Extremely confident	24/25	among the highest accuracies (80-100%)	Yes	24/25	24/25	489
Moderately confident	10/14	higher than most accuracies (61-80%)	Extremely confident	20/25	higher than most accuracies (61-80%)	No	10/13	8/13	Moderately confident	22/25	higher than most accuracies (61-80%)	No	20/25	21/25	490
Somewhat confident	8/14	higher than most accuracies (61-80%)	Moderately confident	8/14	higher than most accuracies (61-80%)	Yes	10/14	0/14	Somewhat confident	15/25	higher than most accuracies (61-80%)	Yes	18/25	0/25	491
Extremely confident	9/14	higher than most accuracies (61-80%)	Extremely confident	8/13	higher than most accuracies (61-80%)	Yes	8/13	8/13	Extremely confident	19/25	among the highest accuracies (80-100%)	Yes	19/25	19/25	492
Moderately confident	10/14	lower than most accuracies (21-40%)	Moderately confident	10/13	approximately equal to the median accuracy (41-60%)	Yes	10/13	8/13	Moderately confident	15/25	approximately equal to the median accuracy (41-60%)	Yes	14/25	13/25	493
Moderately confident	4/14	approximately equal to the median accuracy (41-60%)	Moderately confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	6/13	6/13	Moderately confident	12/25	approximately equal to the median accuracy (41-60%)	Yes	13/25	11/25	494
Moderately confident	11/14	approximately equal to the median accuracy (41-60%)	Moderately confident	11/13	approximately equal to the median accuracy (41-60%)	Yes	10/13	10/13	Moderately confident	22/25	higher than most accuracies (61-80%)	Yes	23/25	13/25	495
Slightly confident	11/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	5/13	3/13	Slightly confident	5/25	lower than most accuracies (21-40%)	Yes	15/25	5/25	496
Moderately confident	9/14	approximately equal to the median accuracy (41-60%)	Moderately confident	8/13	approximately equal to the median accuracy (41-60%)	No	2/13	2/13	Moderately confident	10/25	approximately equal to the median accuracy (41-60%)	No	2/25	2/25	497
